AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,SurveySamplers
111-50-10690,Fish Creek,8/21/14,"started US at 0925, just above normal end point about 20m US of small tributary on stream left. water level down from last visit. Low enough to see far more chum carcasses than last time, however,  the majority were too decomposed to sample (missing all muscle tissue or head). Between foot bridge and beginning, live chum count at 9 and dead at 100, with about 50% of dead counted in braided section alone. 124 chinook salmon observed.  Possible chumXpink salmon hybrid observed.",58.32843225,-134.5760301,,58.33386344,-134.602838,,,,,1683.046482,450,Chum Salmon,47,173,,220,61,54,91.53,59,54,5,"Kelly Lawrence, Alaire Hughey, Derrick Miller"
111-50-10690,Fish Creek,8/25/14,"fish sampled from king pond up to foot bridge.  above the foot bridge we popped in to the creek from the trail, but only one chum was observed. cloudy/rainy, with normal, clear water. ",58.33104296,-134.6000817,,58.33064228,-134.5944464,,,,,333.15284,450,Chum Salmon,2,68,,70,6,5,83.33,6,5,1,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-50-10690,Fish Creek,8/28/14,started US at 0915 worked down. King salmon count: 51 dead and 7 alive. ended 100yards DS of red house.  The four live chums were observed between the footbridge and king salmon pond; two were snagged and released after confirming each were prespawn.  One snagged fish was mortally wounded and sampled.  ,58.32842228,-134.5761185,,58.33458926,-134.6048595,,,,,1818.522385,450,Chum Salmon,4,57,,61,4,3,75,4,3,1,"Kelly Lawrence, Alaire Hughey, Derrick Miller"
111-50-10690,Fish Creek,7/25/15,"SURVEY QUALITY: FAIR At the mouth at 9:30 am. Water clarity was poor, which factored in to our overall live/dead count quality. Survey ended at 4:30 pm. Worked from mouth to bridge then jumped on trail and went up to Valhalla and worked our way back to bridge (walking downstream). Majority of fish sampled were caught live, but post-spawned. Overcast but no rain, low water level. Many pinks and chum viewed in redds. ",58.33348276,-134.6020036,,58.32840723,-134.5761686,,,,,1615.708968,450,Chum Salmon,874,59,,933,160,100,65.36,153,100,53,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc, Roger Vallion"
111-50-10690,Fish Creek,8/2/15,"SURVEY QUALITY: FAIR Survey began at 9:30 am in tidal flats at low tide. Due to high numbers of dead and post-spawned chum we skipped sections of the stream and tried to limit our sampling efforts to historically productive areas. Sampled until the houses on the point, skipped straight-away section, started sampling from pond to the bridge. Then sampled from just above the road to the island and both channels on either side (sample locations are on the GPS). Fishing hole below strainer was a sample site. Final sampling effort was at valhalla. Hiked on the trail past valhalla approx. 1/4 mi. Didn't see any live or dead chum at our end survey location, only pinks. Visibility was good and water level was low. Lots of pinks and chums made our survey quality fair. Were relatively few chum at valhalla, mostly pinks. Survey ended at 4:00 pm. Saw a porcupine. Clear skys, sunny entire day.  ",58.33753464,-134.6083316,,58.3266536,-134.5697708,,,,,2563.635209,450,Chum Salmon,790,361,,1151,289,223,79.36,281,223,58,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
111-50-10690,Fish Creek,8/17/15,"SURVEY QUALITY: FAIR Survey began at 9:00 am on tidal flats. Weather was overcast, water levels were low and clear. Large number of live pink salmon throughout stream. Large number of dead, spawned-out chum in tidal flats; number observed grew fewer further upstream. No dead or live chum salmon observed in 'valhalla'. Only a few dead specimens collected above the bridge. Large numbers of dead chum salmon resulted in a fair survey quality. Recorded GPS location of first observed redd in tidal flats (no fish were present), which was labled as 'redd intertidal'. Survey ended at 2:00 pm. ",58.33730345,-134.6081429,,58.32864095,-134.5760296,,,,,2114.290884,450,Chum Salmon,104,651,,755,180,163,93.68,174,163,11,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
111-50-10690,Fish Creek,7/20/17,"SURVEY QUALITY: EXCELLENT started at top at 12:17pm. lots of  pooling prespawn chum and pinks. Water quality clear and water levels fairly low, which made spotting live and dead chum easy.  Overcast skies throughout the day. Saw a baby porcupine. ",58.32834893,-134.5760934,,58.33699284,-134.6083771,,,,,2122.249929,450,Chum Salmon,404,6,,410,6,2,33.33,6,2,4,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick, Chance Gray"
111-50-10690,Fish Creek,7/22/17,"Started early in the morning (7;45) low tide at the mouth of the creek and worked our way up. Survey quality is excellent with clear water.  Lots of prespawn chum, also a few moldy chum seen.   ",58.3372683,-134.6093498,,58.32589813,-134.5669749,,,,,2786.915178,450,Chum Salmon,674,5,,679,4,4,100,4,4,0,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick, Chance Gray"
111-50-10690,Fish Creek,7/24/17,Survey Quality: GOOD. Started survey at low tide and worked upstream. More chum observed in creek today with increasing mold seen on chum throughout creek.  Water levels were slightly higher than previous surveys and brownish water coloring made distinguishing chums from pinks difficult.  Overcast weather all day.,58.33727846,-134.6089638,,58.3263276,-134.566795,,,,,2755.160298,450,Chum Salmon,1194,16,,1210,15,8,53.33,15,8,7,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,7/26/17,"SURVEY QUALITY: EXCELLENT.  Started survey at low tide around 9 a.m. Light rain persisted most of the sampling period, but we would not let that dampen our spirits. The water level of the creek was normal and the water clarity was clear, allowing us to clearly identify chum salmon throughout the creek.  The number of total fish and moldy fish continue to rise with each visit.",58.33797664,-134.609694,,58.32654271,-134.5701022,,,,,2646.086799,450,Chum Salmon,1272,44,,1316,47,20,44.44,45,20,25,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,7/28/17,"SURVEY QUALITY: FAIR.  Started survey near tidal flat at low tide and worked upstream.  Water level higher than normal and brown-ish in color, which made spotting chums and crossing creek difficult.  Overcast and light rain all day. Increasing number of total chums and spawned out fish as well. ",58.33606814,-134.606508,,58.3263177,-134.5699909,,,,,2399.264878,450,Chum Salmon,1524,59,,1583,44,17,40.48,42,17,25,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,7/30/17,SURVEY QUALITY: EXCELLENT ,58.32848898,-134.5729325,,58.33553799,-134.605973,,,,,2088.839282,450,Chum Salmon,1591,166,,1757,112,47,44.76,105,47,58,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/1/17,SURVEY QUALITY: EXCELLENT. Started survey at top and worked downstream towards tidal flat.  Saw slightly less total live chum in stream and increasing numbers of moldy and spawned out chum.  Most chum at this point have some mold on their body.  Water level normal and clarity clear.  Ultra sunny throughout day. Unknown pairing on tray #0000021783 Cell #7. One otolith from Cell 16 fell into Cell 7.,58.32864181,-134.5755414,,58.33541124,-134.6060819,,,,,1941.58849,450,Chum Salmon,1492,264,,1756,156,81,54,150,81,69,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/3/17,"Started at top of trail, worked down toward low tide but did not finish to survey the tidal flat. Ended survey just downstream of footbridge and upstream of pond, due to time constrains. So many moldy fish! And flies! Where do they all come from? Can we tag the flies, perhaps?",58.32792887,-134.5753281,,58.33055021,-134.5947824,,,,,1176.609456,450,Chum Salmon,,,,,214,108,50.7,213,108,105,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/5/17,SURVEY QUALITY: EXCELLENT Started from the tidal flat at low tide and worked up to the foot bridge.  Got as many possible chum as we could in that area.  Super hot day.   Almost out of scale cards.  ,58.33723764,-134.6077383,,58.33060186,-134.5943904,,,,,1075.975138,450,Chum Salmon,115,289,,404,175,105,62.13,169,105,64,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/7/17,SURVEY QUALITY: EXCELLENT start at valhala 9:25,58.32834056,-134.5761801,,58.32913969,-134.5814617,,,,,321.9930152,450,Chum Salmon,160,431,,591,288,171,59.58,287,171,116,"Meredith  Condon, Brian  Leblanc, Cory Dick, Chance Gray"
111-50-10690,Fish Creek,8/9/17,begin ds major braid. no counts.,58.32913242,-134.5823879,,58.32873553,-134.5883873,,,,,354.2709437,450,Chum Salmon,,,,,288,176,61.97,284,176,108,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/12/17,SURVEY QUALITY: EXCELLENT started survey at tidal flat. uncertain pairing tray #0000021834 cells #19 and #20.,58.33650092,-134.6071622,,58.33047959,-134.5921376,,,,,1106.575511,450,Chum Salmon,27,496,,523,240,136,57.63,236,136,100,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/14/17,SURVEY QUALITY: FAIR start at foot bridge,58.33069261,-134.593879,,58.32823702,-134.576419,,,,,1058.894067,450,Chum Salmon,14,239,,253,98,52,58.43,89,52,37,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/15/17,SURVEY QUALITY: GOOD start at tidal flat and surveyed up 200m downstream of footbridge.,58.33618853,-134.6065574,,58.33093281,-134.5981988,,,,,763.1949526,450,Chum Salmon,3,316,,319,95,50,59.52,84,50,34,"Meredith  Condon, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/17/17,SURVEY QUALITY: POOR Water levels extremely high and creek is flooding. starting survey at the pond.,58.33042126,-134.5997909,,58.31896816,-134.5607151,,,,,2621.09461,450,Chum Salmon,6,1,,7,1,1,100,1,1,0,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/20/17,start at tide flat.no scales taken from fish # 17-30 in tray #0000023199,58.33747337,-134.6083451,,58.33001464,-134.5898234,,,,,1366.561939,450,Chum Salmon,,,,,111,68,62.39,109,68,41,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,8/22/17,SURVEY QUALITY: POOR creek is very high. strting at tide flat.low tide.,58.33708836,-134.6071214,,58.32849424,-134.5771507,,,,,1999.769455,450,Chum Salmon,5,106,,111,37,21,58.33,36,21,15,"Meredith  Condon, Misha Klassen, Brian  Leblanc, Cory Dick"
111-50-10690,Fish Creek,7/20/18,SURVEY QUALITY: EXCELLENT ,58.32831943,-134.5761499,,58.33655,-134.607423,,,,,2048.663798,450,Chum Salmon,266,6,,272,6,2,33.33,6,2,4,"Chance Gray, Jesse Klejka, Ryan Lawton, Molly Payne, Devon Calvin, LaRyssa Nelson, Patrick Landback, Justin Viss, Brian Leblanc, Cory Dick"
111-50-10690,Fish Creek,7/22/18,"SURVEY QUALITY: EXCELLENT Hot, sunny, start time 10:35",58.32768399,-134.5725677,,58.33603753,-134.6068876,,,,,2215.474738,450,Chum Salmon,370,7,,377,7,1,14.29,7,1,6,"Chance Gray, Jesse Klejka, Molly Payne, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,7/24/18,SURVEY QUALITY: GOOD ,58.32843976,-134.5761944,@Valhalla,58.3365655,-134.607691,,,,,2055.206099,450,Chum Salmon,347,8,,355,8,4,57.14,7,4,3,"Jesse Klejka, Molly Payne, LaRyssa Nelson, Patrick Landback"
111-50-10690,Fish Creek,7/26/18,"SURVEY QUALITY: POOR water very murky, hard to see fish.",58.337827,-134.609257,,58.32869281,-134.5775669,,,,,2116.984432,450,Chum Salmon,237,12,,249,12,4,33.33,12,4,8,"Molly Payne, LaRyssa Nelson, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,7/28/18,"SURVEY QUALITY: GOOD good conditions,  water has cleared up from last survey.",58.33823023,-134.6097291,,58.32842245,-134.5762615,,,,,2244.410793,450,Chum Salmon,307,36,,343,31,7,23.33,30,7,23,"Jesse Klejka, LaRyssa Nelson, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,7/31/18,Excellent,58.33810207,-134.6097267,,58.32919603,-134.5778818,,,,,2112.875989,450,Chum Salmon,195,102,,297,96,13,14.13,92,13,79,"Jesse Klejka, Molly Payne, LaRyssa Nelson, Patrick Landback"
111-50-10690,Fish Creek,8/2/18,Survey Quality: EXCELLENT,58.33805003,-134.6095882,,58.32848479,-134.5764259,,58.32783547,-134.5730313,,2215.690356,450,Chum Salmon,281,205,,486,119,12,10.43,115,12,103,"Jesse Klejka, Molly Payne, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,8/4/18,SURVEY QUALITY: EXCELLENT ,58.33368875,-134.6023143,,58.32848608,-134.5765314,,58.32766707,-134.5722128,,1617.862852,450,Chum Salmon,286,209,,495,89,5,6.17,81,5,76,"Jesse Klejka, Molly Payne, LaRyssa Nelson, Patrick Landback"
111-50-10690,Fish Creek,8/6/18,"lives counts by Molly, excellent conditionsScale card 60 rows 4 and 5 are unsure pairings.",58.3283436,-134.5764766,,58.3363464,-134.6066689,,,,,1980.695818,450,Chum Salmon,274,272,,546,87,18,21.43,84,18,66,"Jesse Klejka, Molly Payne, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,8/8/18,"SURVEY QUALITY: POOR Highest level water has been on fish creek. Strong current; LaRyssa on measuring, Justin lives, Jesse Pinks",58.32842763,-134.5763762,,58.3343141,-134.604368,,,,,1766.130374,450,Chum Salmon,189,93,,282,43,4,9.76,41,4,37,"Jesse Klejka, LaRyssa Nelson, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,8/10/18,"SURVEY QUALITY: GOOD 7am start, low tide approx 7am higher water than normal, slightly murky",58.33731988,-134.6083434,,58.32840546,-134.5767103,,,,,2102.405311,450,Chum Salmon,311,86,,397,46,8,18.18,44,8,36,"Jesse Klejka, Molly Payne, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,8/12/18,"Survey Quality: EXCELLENTNOTE: Cell 48 has 4 otoliths in it, 2 of them are from 40 and were placed in 48 on accident. We left them in 48 to make it as un-confusing as possible for the MTA Lab. We apologize for the inconvencience",58.33632044,-134.6129431,,58.32841677,-134.5763805,,,,,2315.833582,450,Chum Salmon,290,182,,472,102,36,45.57,79,36,43,"Molly Payne, LaRyssa Nelson, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,8/14/18,SURVEY QUALITY: FAIR high waters. surveyed up to the bridge then hiked up to Valhalla to survey down to the bridge. ,58.33820536,-134.6091843,creek mouth,58.32840951,-134.5769257,valhala,,,,2182.152233,450,Chum Salmon,217,100,,317,53,33,62.26,53,33,20,"Molly Payne, LaRyssa Nelson, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,8/16/18,"SURVEY QUALITY: EXCELLENT surveyed from mouth up to pedestrian bridge, then from Valhalla down to pedestrian bridge. Did an extent survey ~300yds upstream of Valhalla, saw no chum, only kings. Clear, low water. live counts by L. Nelson.",58.33797405,-134.6096843,,58.32849084,-134.5765393,Valhalla ,58.32786576,-134.5735625,pool 300yd up from Valhalla ,2210.423297,450,Chum Salmon,136,190,,326,100,65,67.01,97,65,32,"Jesse Klejka, LaRyssa Nelson, Patrick Landback, Justin Viss"
111-50-10690,Fish Creek,8/18/18,SURVEY QUALITY: EXCELLENT ,58.32837385,-134.5759671,,58.33753476,-134.6088849,,,,,2181.737088,450,Chum Salmon,118,204,,322,87,61,70.93,86,61,25,"Chance Gray, Jesse Klejka, Molly Payne, LaRyssa Nelson, Patrick Landback"
111-50-10690,Fish Creek,8/20/18,SURVEY QUALITY: EXCELLENT ,58.32841323,-134.5762355,,58.33472231,-134.6050519,,,,,1828.630474,450,Chum Salmon,65,204,,269,51,32,65.31,49,32,17,"Jesse Klejka, Molly Payne, LaRyssa Nelson, Patrick Landback"
111-50-10690,Fish Creek,8/22/18,Excellent survey qualityStarted at the top and walked down stream. Higher tide at the end so we could not go all the way to the end of the stream. ,58.32861344,-134.5763728,,58.33430491,-134.6043817,,,,,1759.108885,450,Chum Salmon,18,259,,277,49,28,63.64,44,28,16,"Jesse Klejka, Molly Payne, LaRyssa Nelson, Patrick Landback"
111-50-10690,Fish Creek,8/24/18,"SURVEY QUALITY: EXCELLENT LaRyssa did live counts, water was high in intertidal",58.32871113,-134.5762092,,58.33412585,-134.6038246,,,,,1726.622662,450,Chum Salmon,21,215,,236,23,8,38.1,21,8,13,"Jesse Klejka, Molly Payne, LaRyssa Nelson, Patrick Landback"
111-50-10690,Fish Creek,8/26/18,Excellent Survey conditionsSurveyed tidal flats up to walking bridge and then surveyed down from Valhala to walking bridge. ,58.33745881,-134.6086641,,58.32834218,-134.5762089,,,,,2155.495705,450,Chum Salmon,7,97,,104,8,3,37.5,8,3,5,"Molly Payne, LaRyssa Nelson, Patrick Landback"
111-50-10690,Fish Creek,7/20/19,SURVEY QUALITY: EXCELLENT start at valhallaadd long value from notebookTwo crews met at middle of the stream,58.3285182,-134.5761503,,58.33492,-134.60559,,58.32855411,-134.5882027,,1866.310763,450,Chum Salmon,19,0,,19,0,,,,,,"Ryan Lawton, Molly Payne, Alexandra  Cabanelas, Chrissy Webb"
111-50-10690,Fish Creek,7/23/19,SURVEY QUALITY: EXCELLENT. Started at low tide (intertidal). Water level is low. Went up past valhalla but no fish observed ,58.33738018,-134.6083656,,58.32835289,-134.5760494,,58.327886,-134.5747453,,2143.631338,450,Chum Salmon,36,0,,36,0,,,,,,"Ryan Lawton, Molly Payne, Alexandra  Cabanelas, Anna Cassidy"
111-50-10690,Fish Creek,7/25/19,SURVEY QUALITY: EXCELLENT start at valhallasaw a black bearchums pushed up into stream,58.32831425,-134.575962,,58.33753603,-134.6079092,,,,,2134.899695,450,Chum Salmon,200,1,,201,1,0,0,1,0,1,"Ryan Lawton, Molly Payne, Alexandra  Cabanelas, Chrissy Webb"
111-50-10690,Fish Creek,7/27/19,"SURVEY QUALITY: EXCELLENT Started at valhalla intertidal was murky, unable to get count here",58.32836303,-134.5761565,,58.33604339,-134.6071968,,,,,2009.641515,450,Chum Salmon,435,1,,436,1,0,0,1,0,1,"Ryan Lawton, Molly Payne, Alexandra  Cabanelas, Anna Cassidy"
111-50-10690,Fish Creek,7/29/19,"SURVEY QUALITY: EXCELLENT early AM start, more fish seen pushing up in intertidal than in previous surveys ",58.33729359,-134.6083962,,58.3283894,-134.5760907,,58.32797892,-134.5753297,,2136.680616,450,Chum Salmon,675,6,,681,7,2,28.57,7,2,5,"Ryan Lawton, Molly Payne, Alexandra  Cabanelas, Chrissy Webb"
111-50-10690,Fish Creek,7/31/19,SURVEY QUALITY: EXCELLENT Started at intertidal Two jaws collected but unsure of species,58.33730668,-134.6084055,,58.3283966,-134.5761321,,58.33662767,-134.611899,tide flats,2135.31832,450,Chum Salmon,901,38,,939,48,9,20.93,43,9,34,"Ryan Lawton, Molly Payne, Alexandra  Cabanelas, Anna Cassidy"
111-50-10690,Fish Creek,8/2/19,SURVEY QUALITY: EXCELLENT Started at intertidal ,58.3378577,-134.6090029,,58.32834659,-134.5762179,,,,,2193.428211,450,Chum Salmon,945,104,,1049,82,15,20,75,15,60,"Ryan Lawton, Molly Payne, Alexandra  Cabanelas, Chrissy Webb"
111-50-10690,Fish Creek,8/4/19,"SURVEY QUALITY: EXCELLENT started at intertidal, finished survey in PA5 did not make it to valhalla ",58.33753311,-134.6085321,,58.32893297,-134.579053,,,,,1974.841351,450,Chum Salmon,728,221,,949,152,24,16,150,24,126,"Ryan Lawton, Molly Payne, Alexandra  Cabanelas, Anna Cassidy"
111-50-10690,Fish Creek,8/6/19,SURVEY QUALITY: EXCELLENT started at valhalla 9:07am. finished processing at 7:09pm ,58.32838588,-134.576094,,58.32916551,-134.5849147,,,,,524.0496491,450,Chum Salmon,393,292,,685,208,40,19.8,202,40,162,"Molly Payne, Alexandra  Cabanelas, Chrissy Webb, Anna Cassidy"
111-50-10690,Fish Creek,8/9/19,SURVEY QUALITY: EXCELLENT many rotten fish. water flow is low,58.32930537,-134.5823668,,58.32831165,-134.5875608,,,,,323.8167988,450,Chum Salmon,58,385,,443,263,50,19.38,258,50,208,"Ryan Lawton, Molly Payne, Chrissy Webb, Anna Cassidy"
111-50-10690,Fish Creek,8/11/19,"SURVEY QUALITY: EXCELLENT almost all samples are very rotten, water flow remains low ",58.3290028,-134.5852728,,58.33067041,-134.5926055,,,,,468.0459188,450,Chum Salmon,34,333,,367,177,36,21.18,170,36,134,"Molly Payne, Alexandra  Cabanelas, Chrissy Webb, Anna Cassidy"
111-50-10690,Fish Creek,8/13/19,SURVEY QUALITY: EXCELLENT start above car bridgeend just below king pond ,58.32980763,-134.5911629,,58.33107719,-134.6001097,,,,,542.9046868,450,Chum Salmon,21,334,,355,226,55,26.57,207,55,152,"Ryan Lawton, Molly Payne, Chrissy Webb, Anna Cassidy"
111-50-10690,Fish Creek,8/15/19,SURVEY QUALITY: EXCELLENT start at mouthend at large log jam before last braid,58.33732792,-134.6085075,,58.32895598,-134.5792905,,,,,1949.142538,450,Chum Salmon,36,854,,890,157,31,23.48,132,31,101,"Molly Payne, Alexandra  Cabanelas, Chrissy Webb, Anna Cassidy"
111-50-10690,Fish Creek,8/17/19,"SURVEY QUALITY: FAIR water flow drastically higher today, water somewhat muddy ",58.32826902,-134.57605,,58.3291007,-134.5778941,,,,,142.3194467,450,Chum Salmon,13,184,,197,139,17,14.41,118,17,101,"Ryan Lawton, Molly Payne, Chrissy Webb, Anna Cassidy"
111-50-10690,Fish Creek,8/20/19,"SURVEY QUALITY: EXCELLENT few samples, very rotten mostly ",58.33692555,-134.6081302,,58.32825514,-134.5761155,,,,,2109.570998,450,Chum Salmon,7,654,,661,114,19,22.09,86,19,67,"Molly Payne, Alexandra  Cabanelas, Chrissy Webb, Michelle  Trifari"
111-50-10690,Fish Creek,8/22/19,"start at intertidal, work upstream at low tide kings are starting to push upSURVEY QUALITY: GOOD",58.33673406,-134.607707,,58.32842564,-134.5759763,,,,,2076.513404,450,Chum Salmon,13,595,,608,38,5,22.73,22,5,17,"Molly Payne, Chrissy Webb, Michelle  Trifari, Caitlin  Jensen"
111-50-10690,Fish Creek,8/24/19,"SURVEY QUALITY: POOR start Valhalla, work down streamwater height was high due to rain. had to walk on the trail at some points since stream was impassable. ended survey after footbridge due to poor survey quality. Skipped two sections of the stream due to high flows, first section was 58.328887, -134.577580 until 58.197466, -134.348931, second section was 58.431914, -134.567974 until 58.330107, -134.591951. ",58.32852542,-134.5761188,,58.33075268,-134.5954436,,,,,1159.067543,450,Chum Salmon,2,155,,157,9,1,25,4,1,3,"Molly Payne, Alexandra  Cabanelas, Chrissy Webb, Michelle  Trifari"
111-50-10690,Fish Creek,8/26/19,"SURVEY QUALITY: GOOD start at valhalla, work down stream.good water clarity, some spots too high to cross for samples",58.32839273,-134.5762965,,58.33415468,-134.6036199,,,,,1724.621466,450,Chum Salmon,11,238,,249,12,4,50,8,4,4,"Molly Payne, Chrissy Webb, Michelle  Trifari, Caitlin  Jensen"
112-21-10060,Ralphs Creek,7/20/13,"1b-one broken2b-two broken1m-one missing2m-two missingsurvey conducted over two days, 7/20 and 7/21",57.33314088,-135.0074573,,57.32583562,-135.0265828,,,,,1410.318721,450,Chum Salmon,210,,,210,240,2,0.88,227,2,225,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello"
112-21-10060,Ralphs Creek,7/25/13,,57.33224622,-135.010086,,57.3239029,-135.0266675,,,,,1364.170319,450,Chum Salmon,,216,,216,216,1,0.47,212,1,211,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello, Dave Magnus"
112-21-10060,Ralphs Creek,7/22/14,Walked up creek through steep canyon which opened up to a flat river. The population of fish above the canyon were more spawned out than the fresher fish before and in the canyon. We gathered many carcasses from log dams where they'd been washed to and trapped.,57.33289627,-135.0084393,,57.31998698,-135.0271311,,,,,1826.103936,450,Chum Salmon,511,,,511,288,1,0.36,281,1,280,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
112-21-10060,Ralphs Creek,7/29/14,could not get through canyon due to high water. tried to go by on right hillside. to steep to safely traverse.  no end point,57.33536163,-135.007466,,,,,,,,,450,Chum Salmon,22,0,,22,0,,,,,,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
112-21-10060,Ralphs Creek,7/30/14,"no samples on way up. found some on the way down. most fish look fresh. actively working redds above canyon. only 72 live counted below the gorge. Travelers must mind,Some rainforest etiquetteBeavers gnaw, bears charge.",57.33519066,-135.007308,,57.3105872,-135.0313945,,,,,3100.506139,450,Chum Salmon,496,22,,518,3,0,0,3,0,3,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
112-21-10060,Ralphs Creek,8/5/14,"14 fish below gorge, all showing wear. above gorge few fish seen many of them still fresh. samples obtained by snagging. no carcasses seen, bears must be taking into woods and eating everything. dead count was all jaw bones with no sample available",57.33231583,-135.0089039,,57.31478479,-135.0312964,,,,,2373.083237,450,Chum Salmon,72,33,,105,9,0,0,9,0,9,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
112-21-10060,Ralphs Creek,7/23/15,"SURVEY QUALITY: GOOD First day in the field. High tide ~0630 11.7' (Sitka)Started survey at 0832, turned around at 1550 and returned to boat at 1805. Had difficulty holding anchor due to high winds and loose gravel bottom. Brad stayed with the boat and joined us at the gorge once he felt comfortable re-positioning the vessel. We saw very few live chum before the gorge and did not have any sample sites. Spotted moldy chums just above the gorge. Most samples were prayed upon post spawn fish. Only a handful of samples came from live fish. Pinks were almost all pre-spawn and they were in copious amounts. Worked steadily upstream until it became too overgrown and braided for us to continue. Also, it was a bear safety concern. The weather was overcast and intermittantly raining through the day. The water had good visibility with a normal flow. We saw a total of 9 bears, a mix of adult and juvenile Bald Eagles and many Oozles (aka American Dippers). Forgot to indicate when samples were preyed upon. ",57.33275123,-135.0089608,,57.31723886,-135.0290636,,,,,2109.737085,450,Chum Salmon,247,104,,351,96,0,0,93,0,93,"Ashley Bolwerk, Aaryn Smith, Danielle Watson, Dave Magnus"
112-21-10060,Ralphs Creek,7/27/15,"***Samples in Tray 20155150 was compromised during the drying process and some otoliths were dislodged from their wells by water droplets.  Notes have been made in all obviously affected wells.SURVEY QUALITY: GOOD Arrived on the beach at 0815.  Processed fish on the way up the creek.  Only 7 chums seen before the gorge, none of which were moldy.  All samples came from chum above the gorge.  Roughly 20% of samples were from live chums.  All chums observed apeared to be active or post spawn.  Completed survey at 1545 at the same location as the first visit, as the stream becomes narrow and overgrown.  Back to the Bear at 1745.  Water was clear and normal level.  High tide was at 1112 of 11.6' (Petersburg).  Rained throughout the day.  Six bears were observed.",57.33200814,-135.0104011,,57.31728714,-135.0295457,,,,,2004.447769,450,Chum Salmon,313,210,,523,137,0,0,129,0,129,"Ashley Bolwerk, Aaryn Smith, Danielle Watson, Dave Magnus"
112-21-10060,Ralphs Creek,8/2/15,"SURVEY QUALITY: GOOD Left the Bear at 0800.  Saw one live chum before the gorge.  Pinks seen throughout.  Roughly 75% of live chums observed were likely postspawn.  Most samples came from dead fish.  Turn around time 1630.  Back to the skiffs at 1830.  High tide at 1537 of 17.4' (Petersburg).  Stream up slightly from last visit, still clear.  Weather was mostly sunny with one rain shower at the end of the day.  12 bears seen.  One possible chumpy observed.",57.33300541,-135.0081805,,57.3174138,-135.0294438,,,,,2157.717657,450,Chum Salmon,113,285,,398,209,1,0.48,207,1,206,"Ashley Bolwerk, Aaryn Smith, Danielle Watson, Ben Adams"
112-42-10250,Kadashan River,8/4/13,,57.71723764,-135.2208068,,57.68932164,-135.2122346,,,,,3150.799243,450,Chum Salmon,,7,,7,7,0,0,7,0,7,
112-42-10250,Kadashan River,8/12/13,,57.71977995,-135.2207115,,57.68440666,-135.2134114,,,,,3963.577873,450,Chum Salmon,,,,,36,0,0,36,0,36,
